dataset,delta,cal_picp,cal_mpiw,conf_picp,conf_mpiw
synthetic,-0.012,0.954,3.100764751434326,0.89,2.5407323837280273
synthetic,-0.011,0.948,3.0662269592285156,0.884,2.5114431381225586
synthetic,-0.01,0.944,3.02925705909729,0.884,2.523913621902466
synthetic,-0.009,0.942,3.0029735565185547,0.89,2.5287632942199707
synthetic,-0.008,0.94,2.974768877029419,0.89,2.528762102127075
synthetic,-0.007,0.938,2.9350149631500244,0.886,2.5182101726531982
synthetic,-0.006,0.938,2.900996685028076,0.882,2.5115673542022705
synthetic,-0.005,0.938,2.881989002227783,0.882,2.5152387619018555
synthetic,-0.004,0.934,2.853086471557617,0.886,2.52118182182312
synthetic,-0.003,0.934,2.830937385559082,0.888,2.5221149921417236
synthetic,-0.002,0.932,2.8081893920898438,0.886,2.518883228302002
synthetic,-0.001,0.932,2.785956621170044,0.888,2.5291216373443604
synthetic,0.0,0.932,2.7698802947998047,0.888,2.5171358585357666
synthetic,0.001,0.932,2.751183032989502,0.888,2.51806640625
synthetic,0.002,0.932,2.7313930988311768,0.888,2.516108751296997
synthetic,0.003,0.926,2.7005228996276855,0.886,2.529355049133301
synthetic,0.004,0.926,2.683067560195923,0.886,2.5350840091705322
synthetic,0.005,0.924,2.6644458770751953,0.886,2.5380783081054688
synthetic,0.006,0.922,2.65164852142334,0.89,2.539119005203247
synthetic,0.007,0.918,2.6362719535827637,0.89,2.526075601577759
synthetic,0.008,0.916,2.619828701019287,0.886,2.515876531600952
synthetic,0.009,0.914,2.605705976486206,0.886,2.5185482501983643
synthetic,0.01,0.912,2.595508098602295,0.886,2.5187928676605225
synthetic,0.011,0.91,2.573822259902954,0.888,2.5310208797454834
synthetic,0.012,0.904,2.5577821731567383,0.888,2.523266077041626
synthetic,0.013,0.904,2.5428385734558105,0.888,2.5194389820098877
synthetic,0.014,0.902,2.5264627933502197,0.886,2.51554012298584
synthetic,0.015,0.9,2.5112900733947754,0.894,2.5408332347869873
synthetic,0.016,0.894,2.4947593212127686,0.894,2.5398895740509033
synthetic,0.017,0.892,2.4743964672088623,0.894,2.5416839122772217
synthetic,0.018,0.886,2.4634180068969727,0.892,2.515795946121216
synthetic,0.019,0.88,2.440528392791748,0.894,2.542302131652832
power,0.0,0.9268547544409613,25.36826515197754,0.8970741901776385,23.63287353515625
power,0.001,0.9247648902821317,24.368453979492188,0.8960292580982236,22.653718948364258
power,0.002,0.9310344827586207,23.515670776367188,0.900208986415883,21.7982177734375
power,0.003,0.932601880877743,22.772069931030273,0.9049111807732497,21.40334701538086
power,0.004,0.9263322884012539,22.158981323242188,0.9054336468129571,21.011882781982422
power,0.005,0.9221525600835946,21.717363357543945,0.9033437826541275,20.6654109954834
power,0.006,0.91901776384535,21.30270767211914,0.9049111807732497,20.175859451293945
power,0.007,0.9195402298850575,20.867387771606445,0.9038662486938349,19.760011672973633
power,0.008,0.9148380355276907,20.504196166992188,0.9012539184952978,19.573577880859375
power,0.009,0.912748171368861,20.15568733215332,0.900208986415883,19.312606811523438
power,0.01,0.9132706374085684,19.801870346069336,0.9007314524555904,19.074831008911133
power,0.011,0.9117032392894462,19.484149932861328,0.9043887147335423,18.964191436767578
power,0.012,0.9096133751306165,19.200878143310547,0.9012539184952978,18.61098289489746
power,0.013,0.9096133751306165,18.985240936279297,0.9012539184952978,18.47570037841797
power,0.014,0.9096133751306165,18.82684326171875,0.8996865203761756,18.404634475708008
power,0.015,0.9075235109717869,18.669313430786133,0.9012539184952978,18.35095977783203
power,0.016,0.9043887147335423,18.53861427307129,0.900208986415883,18.402719497680664
power,0.017,0.9033437826541275,18.397306442260742,0.900208986415883,18.290918350219727
power,0.018,0.9022988505747126,18.20519256591797,0.8991640543364682,18.142841339111328
power,0.019,0.9012539184952978,18.0501651763916,0.9028213166144201,18.086706161499023
power,0.02,0.8991640543364682,17.88848114013672,0.9022988505747126,18.03118896484375
power,0.021,0.8975966562173459,17.760744094848633,0.8991640543364682,17.889066696166992
power,0.022,0.8944618599791013,17.61865234375,0.8975966562173459,17.77279281616211
power,0.023,0.8934169278996865,17.51665687561035,0.8975966562173459,17.750106811523438
power,0.024,0.8913270637408568,17.37864112854004,0.8996865203761756,17.773868560791016
power,0.025,0.8892371995820272,17.2841854095459,0.8991640543364682,17.748449325561523
power,0.026,0.88662486938349,17.176054000854492,0.8986415882967607,17.72947883605957
power,0.027,0.8855799373040752,17.115726470947266,0.8981191222570533,17.706039428710938
power,0.028,0.8850574712643678,17.04263687133789,0.8975966562173459,17.655515670776367
power,0.029,0.8829676071055381,16.972482681274414,0.8996865203761756,17.660078048706055
